제목,작가,평점,장르,연령,한줄 스토리,스토리 키워드,학원물
오늘의 순정망화,손하기,9.98,"에피소드, 개그",0,그마고 초엘리트집단 삼국시대 앞에 나타난 전학생 가야!가야의 마음을 얻는 건 누구?,"['엘리트', '가야', '전학생', '집단', '삼국', '마음', '시대']",1
회춘,기안84,9.73,"에피소드, 드라마",0,두 번의 청춘이 오는 세상에서살아가는 사람들 이야기.기안84 작가의 새로운 작품!,"['세상', '기안', '가의', '청춘']",0
병의 기록,베어리,9.76,"에피소드, 드라마",0,충성! 이건 진짜 군대 이야기지 말입니다!,"['충성', '군대']",0
오로지 너를 ...,아마도지 / 사삭,9.96,"에피소드, 로맨스",0,태어나서 단 한번도 패배해본 적 없는 남주 '이기고'그런 이기고를 처음으로 패배하게 만든 여주 '오로지'과연 이 '내기'의 승자는 누가 될 것인가?,"['처음', '여주', '승자', '패배', '기고', '내기', '한번']",0
윌유메리미,마인드C,9.93,"에피소드, 일상",0,"외모는 상남자, 마음은 감성소녀 윌.외모는 청순녀, 마음은 터프가이 메리! 서울 부산 띠동갑 커플의 리얼 연애 일기","['연애', '외모', '동갑', '청순', '서울', '터프', '감성', '마음', '소녀', '부산', '가이', '메리', '커플', '리얼', '일기']",0
언덕 위의 제...,쿠당탕,9.92,"에피소드, 개그",0,제임스들이 펼치는 코믹 막장 에피소드!지금 전세계의 제임스들이 몰려온다,"['세계', '제임스', '막장', '에피소드', '코믹', '지금']",0
범이올시다!,해,9.98,"에피소드, 일상",0,호통 치는 영희 할머니와 무뚝뚝 소녀 방실이 앞에 나타난 정체불명의 고양...아니 호랑이?,"['호랑이', '불명', '소녀', '정체불명', '할머니', '고양', '호통']",0
헬프미,철준,9.26,"에피소드, 스릴러",0,심부름 앱을 통한 살인범의 심부름으로 인해 할머니가 살해당했다...할머니를 살해한 녀석의 행방을 쫓기 위해서는 심부름의 배후를 찾아야한다!,"['살인범', '행방', '심부름', '할머니', '배후', '살해']",0
진짜 정말 맹...,개차반 / 잠괴물,9.86,"에피소드, 로맨스",0,내 눈 앞에서 사람을 죽인 정체모를 여자. 그녀가 오늘부터 나를 <사랑>하겠다는데?! 약간은 무섭고 약간은 신경쓰이는 정체불명 그녀에게 사랑받는 구주오의 생존 일대기.,"['생존', '오의', '사랑', '구주', '정체', '오늘', '일대기', '불명', '신경', '정체불명', '약간']",0
홍시는 날 좋...,강하다 / 웃는해,9.97,"에피소드, 로맨스",0,스무 살 고3 홍시호가 전학 왔어요! 방긋방긋 웃는 모습 뒤에는 어떤 비밀이...?단내 나는 홍시가 예쁘게 여물어가는 이야기.,"['홍시', '단내', '비밀', '호가', '모습', '전학']",1
서브 콤플렉스,소이,9.94,"에피소드, 로맨스",0,눈 떠보니 순정만화 여자주인공! 여자 주인공이 되었지만 서브 남주가 더 좋아!,"['주가', '주인공', '서브', '순정']",0
웰캄투실버라이프,솔녀,9.97,"에피소드, 일상",0,"보고만 있어도 힐링되는 할아버지, 할머니와의 일상! 라떼는 말이야~ 금지!! 황혼 청춘의 본격 소통 이야기","['보고', '일상', '할아버지', '금지', '본격', '황혼', '청춘', '소통', '할머니', '힐링']",0
마음의소리,조석,9.86,"에피소드, 개그",0,솔직 담백 최강의 개그 만화 <마음의 소리>날 가져요 엉엉,"['소리', '최강', '마음', '개그']",0
자판귀,윤정민,9.95,"에피소드, 스릴러",0,"자판기에서 내가 원하는 것이 나온다!?데뷔를 꿈꾸는 연습생 박도영. 대표의 비리로 데뷔가 무산되자, 만취한 상태로 골목길을 헤매다 수상한 자판기를 보게 되는데...","['골목길', '만취', '비리', '박도', '상태', '무산', '수상', '데뷔', '자판기', '대표', '연습']",0
대학일기,자까,9.97,"에피소드, 개그",0,로망이 꽃피는 캠퍼스는 없다.극사실주의에 기반한 너무나 현실적인 우리의 대학일기,"['기반', '실적', '로망', '캠퍼스', '현실', '대학', '주의', '일기', '사실']",0
인터셉트,임주이,9.92,"에피소드, 로맨스",0,비 오는 날이면 늘 안 좋은 일만 생기던 그녀에게 처음으로 내린 따스한 비.사랑에 지친 윤서에게 새로운 사랑이 찾아온다!,"['윤서', '처음', '사랑']",0
수상한 비밀상...,149,9.93,"에피소드, 스릴러",0,"태희는 같은 반 해원이 자꾸만 자기를 쳐다보는 게 신경 쓰인다.쳐다보는 이유를 알기 위해 방과후 해원을 쫓아가는데…골목길에서 해원이 웬 남자애랑 지금 뭐 하는 거지?!충격과 혼란이 가득한 태희에게 해원이 건넨 말, ""야, 네 뒤에 귀신 붙었다.""귀신 찾는 놈, 김찬!귀신 잡는 놈, 최민우!귀신 같은 놈, 김해원!귀신 꼬이는 놈, 한태희!개성 강한 네 사람의 우당탕탕 오컬트 청춘 성장 드라마!!","['골목길', '혼란', '귀신', '성장', '남자애', '강한', '청춘', '방과', '거지', '지금', '드라마', '오컬트', '신경', '충격', '이유', '해원']",0
불발소년,곤세,9.85,"에피소드, 드라마",0,"킬러소년 민준, 소녀를 만나고 삶이 달라지다어렸을 때부터 프로 킬러로 교육받고 자란 민준은 어느날 수학여행에서 한 소녀를 만나게 되고 감정이 없는 그에게 감정이라는 것이 자라나기 시작한다.","['수학여행', '감정', '교육', '소녀', '소년', '킬러', '프로']",0
노곤하개,홍끼,9.98,"에피소드, 일상",0,귀여운 멍멍이들과 함께하는노곤하지 않은 일상 이야기,"['일상', '멍멍이']",0
만물의 영장,보민,9.98,"에피소드, 개그",0,"바다에 빠져 실종된 후, 무인도에서 7년 만에 살아 돌아온 우영장의 좌충우돌 문명 적응기!그의 몸은 단단한 근육질로 변했고 온갖 동물과의 의사소통은 물론, 특별한 능력까지 구사하며 사건사고가 끊이질 않는다.과연 영장은 밀림보다 무섭다는 도시에서 살아남을 수 있을까?","['실종', '영장', '무인도', '좌충우돌', '구사', '도시', '밀림', '능력', '바다', '적응', '의사소통', '적응기', '문명', '근육질', '동물', '특별', '물론', '사고', '사건']",0
조선왕조실톡,무적핑크,9.89,"에피소드, 개그",0,"어느 날 메신저로 찾아온, 조선 시대 그분들의 시시콜콜한 이야기.무적핑크 작가 신작!","['메신저', '시대', '핑크', '조선', '무적']",0
MLB카툰,최훈,8.04,"에피소드, 스포츠",0,최훈 작가가 들려주는 생.생.M.L.B.뉴.스!! Major League Baseball Cartoon (Naver스포츠의 최훈스페셜에서 제공받는 컨텐츠로 업데이트일은 스포츠와 동일합니다.),"['업데이트', '스페셜', '제공', '일은', '컨텐츠', '스포츠', '동일']",0
다함께 이겨내요,웹툰작가,9.88,"에피소드, 감성",0,"2020 힘을 내요 대한민국,네이버웹툰 작가님들이 응원의 일러스트로 마음을 전합니다.","['일러스트', '러스트', '마음', '대한민국']",0
2020 최애...,웹툰작가,9.65,"에피소드, 일상",0,"사랑, 갈등, 눈물.. 그래서 그랬구나내가 좋아하는 웹툰 주인공, 어떤 타입일까?최애캐들의 MBTI를 기대해주세요!","['기대', '사랑', '주인공', '눈물', '갈등', '타입']",0
힘내요 일본!...,웹툰작가,6.99,"에피소드, 일상",0,네이버 웹툰작가들이 지진해일로 어려운 상황을 맞은 일본을 응원합니다.,"['응원', '일본', '상황', '지진']",0
놓지마 정신줄,신태훈 / 나승훈,9.92,"에피소드, 개그",0,"정신, 정주리 남매와 독특한 주변 인물들의정신줄 놓게 만드는 다양한 에피소드들!
본격 유체이탈 예방 프로젝트 ‘놓지마 정신줄!’","['남매', '주변', '유체', '이탈', '다양', '정주', '독특', '인물', '에피소드', '예방', '본격', '프로젝트', '정신']",0
수능일기,자까,9.98,"에피소드, 개그",0,대학에 가면 모든게 행복할 줄 알았던...그 때의 처절했던 기억 속으로...,"['행복', '처절', '기억', '대학']",0
역전! 야매요리,정다정,9.83,"에피소드, 개그",0,"그녀가 했으니 당신도 할 수 있다!
실패가 두렵지 않은 발칙한 요리 도전기, 포토툰으로 만나다.","['포토', '도전', '요리', '실패', '전기']",0
세상은 돈과 ...,한동우 / 이도희,9.89,"에피소드, 드라마",0,"재벌 3세가 일반 고등학교에 들어오면서, 선생들과 학생들은 거대 자본에 굴복해 권력을 차지하기 위한 '두뇌싸움'이 난무하는 학교로 바뀐다. 이 학교의 법칙을 부수기 위해 천재 '단건우'가 전학온다.","['학교', '재벌', '권력', '세가', '고등학교', '건우', '일반', '난무', '싸움', '천재', '전학', '선생', '자본', '차지', '법칙', '굴복', '학생', '거대', '두뇌']",1
놓지마 정신줄...,신태훈 / 나승훈,9.95,"에피소드, 개그",0,"정신, 정주리 남매와 독특한 주변 인물들의정신줄 놓게 만드는 다양한 에피소드들!본격 유체이탈 예방 프로젝트 '놓지마 정신줄'을 이제 컷툰으로 만나보세요","['남매', '이제', '주변', '유체', '이탈', '다양', '정주', '독특', '인물', '에피소드', '예방', '본격', '프로젝트', '정신']",0
밥 먹고 갈래...,오묘,9.97,"에피소드, 감성",0,이리 뛰고 저리 뛰고 깨지고 구르고. 지칠대로 지친 주중을 보내고 나면 찾아오는 주말 힐링 타임. 오묘 작가의 컷툰 신작!,"['타임', '오묘', '주말', '주중', '지친']",0
웅이는 배고파,박웅,9.73,"에피소드, 일상",0,배고픈 웅이의 먹부림 이야기,[],0
와탕카,우주인,9.63,"에피소드, 개그",0,"와탕카='만세','지화자'
좋은 패가 들어오면 외치는 단어 와탕카! 우주인 작가님의 불타는 유머 센스에 우리 모두 와탕카!!","['모두', '우주인', '센스', '유머', '단어', '지화자']",0
선천적 얼간이들,가스파드,9.98,"에피소드, 개그",0,뭘해도 안되는 얼간이 신인류가 떴다!낙천적 우유부단 가스파드와말초적 친구들의 좌충우돌 라이프,"['친구', '무엇', '라이프', '가스', '낙천', '말초적', '낙천적', '좌충우돌', '우유부단', '인류', '얼간이']",0
돼지만화,돼지작가,4.56,"에피소드, 일상",0,주의 : 돼지들만 보시오! 맛있는 걸 좋아하는 동네 돼지들의 일상!,"['주의', '돼지', '일상', '동네']",0
낢이 사는 이...,서나래,9.78,"에피소드, 일상",0,"혼란의 도가니인 인생 속에서 울고, 웃고, 먹고, 마신다!십년 넘게 이어지는 소소한 낢의 사생활 이야기. 오늘도 삶은 계속됩니다.","['소한', '혼란', '인생', '계속', '오늘', '사생활', '도가니']",0
골방환상곡,워니 / 심윤수,9.92,"에피소드, 일상",0,"공감 100% 에 도전한다~ 절대 센스 Wony와 함께하는 골방 환상곡! 네이버 전격 오픈!
늑대 워니와 그의 친구 곰이 보여주는 리얼 공감 스토리~","['친구', '도전', '늑대', '센스', '골방', '환상곡', '스토리', '오픈', '공감', '리얼', '절대', '전격']",0
공감.jpg,임총,4.43,"에피소드, 개그",0,"""이거 나만 그런거 아니지?""응, 너만 그런거 아니야. 반박불가 공감이 밀려온다.","['공감', '반박', '불가']",0
2019 루키...,웹툰작가,9.88,"에피소드, 드라마",0,"전설 이현세, 이두호 작가가 직접 프로듀싱한지옥캠프 단편선 2019! 슈퍼 루키의 데뷔!","['캠프', '지옥', '단편', '직접', '전설', '슈퍼', '현세', '데뷔', '프로', '이두']",0
패밀리 사이즈,남지은 / 김인호,9.96,"에피소드, 일상",0,삼형제와 이제막 태어난 막내딸까지!결혼 십 년 차에 가족의 규모(패밀리 사이즈)가 부쩍 커진한 만화가 부부의 육아와 삶 이야기,"['패밀리', '형제', '막내딸', '가족', '만화가', '육아', '결혼', '사이즈', '규모', '부부']",0
나는 귀머거리다,라일라,9.98,"에피소드, 일상",0,대한민국에서 청각장애인이 살아가는 이야기,"['장애인', '청각', '대한민국']",0
플라워(FLO...,홍작가,9.93,"에피소드, 드라마",0,인류가 정착하기 좋은 환경을 갖고 있다고 알려진 행성 ‘프록시마G’.,"['환경', '행성', '정착', '시마', '인류']",0
오빠 왔다,모나,9.7,"에피소드, 개그",0,"드라마나 영화에 나오던 착한오빠는 없다.
리얼 남매이야기 진짜 오빠가 왔다!","['오빠', '리얼', '영화', '드라마', '남매']",0
공포단편선X,김대일,9.71,"에피소드, 스릴러",0,작가 ‘김대일’의 섬뜩한 연출력이 만든 <공포단편선 X>! 이색적인 공포 이야기들을 단편으로 다양하게 보여준다. 끝나는 순간까지 결과를 예측할 수 없는 공포가 다가온다.,"['단편', '공포', '대일', '연출력', '결과', '예측', '이색적', '이색', '다양']",0
생활의참견,김양수,9.95,"에피소드, 일상",0,"쉽게 지나치는 일상과 지나간 추억 속에서 발견하는 유쾌한 웃음,
삶의 유머를 녹여낸 황당유쾌추억생활만화!","['일상', '생활', '유머', '발견', '추억', '웃음']",0
자취로운 생활,츄카피,9.96,"에피소드, 일상",0,츄카피의 신개념 방구석 서바이벌(?) 자취툰,"['자취', '방구석', '개념']",0
203호 저승...,샤니,9.91,"에피소드, 개그",0,어느날 저승사자가 찾아왔다.그런데 이 저승사자... 제 정신이 아니다.,"['저승사자', '정신']",0
터치! 메리크...,웹툰작가,9.78,"에피소드, 일상",0,"요즘은 뭘 하며 지내고 있을까?  
근황이 궁금했던 작가들이 돌아왔다!
개성 만점 크리스마스 단편선을 스마트툰으로 만나보세요","['요즘', '단편', '크리스마스', '만점', '근황', '무엇']",0
달콤한 인생,이동건,9.95,"에피소드, 일상",0,"커플과 싱글들의 달콤한 이야기
직장인과 백수들의 달콤한 에피소드
...그런데 왜 이렇게 씁쓸한거지?","['직장인', '거지', '커플', '싱글', '백수', '에피소드']",0
와라! 편의점,지강민,9.85,"에피소드, 개그",0,"우리 동네 편의점도 피해갈 수 없다!!
편의점에서 일어나는 여러가지 에피소드들을 그린 본격 버라이어티 편의점 만화!!","['편의', '점도', '에피소드', '본격', '동네', '피해', '편의점']",0
지옥,연상호 / 최규석,9.77,"에피소드, 스릴러",0,어느날 갑자기 인간들이 직면한 기적인지 저주인지 알 수 없는 초자연적 현상.감당할 수 없는 현실을 감당하기 위해 사람들이 만들어 가는 지옥.부산행 '연상호' 감독과 '송곳'의 최규석 작가가 만났다!,"['규석', '기적', '지옥', '현상', '감독', '초자연', '현실', '감당', '송곳', '저주', '부산', '직면', '상호']",0
가우스전자 시...,곽백수,9.97,"에피소드, 개그",0,다국적 문어발 기업 가우스전자에서 벌어지는웃픈 현실 직장인 이야기,"['전자', '직장인', '현실', '다국적', '문어발', '기업', '가우스']",0
아랫집 시누이,김진,9.95,"에피소드, 일상",0,"대를 물려 내려오는 고부갈등? 노노!시월드, 이제는 무섭지 않아요!","['이제', '고부', '갈등']",0
스퍼맨: 현자...,하일권,9.95,"에피소드, 드라마",0,스퍼맨이 돌아왔다! 근데 현자가 되어 돌아왔다!,['현자'],0
사소한 냐냐,LICO,9.86,"에피소드, 일상",0,움직이는 웹툰 숏애니! 4개월 이후 중성화 수술을 하게 되는 '냐냐'과연 사.소(사이코패스+소시오패스)한 고양이로 거듭나 땅콩을 사수할 수 있을까?!,"['소시', '이후', '패스', '사이코', '수술', '중성화', '사수', '고양이']",0
2019 병영...,웹툰작가,9.83,"에피소드, 개그",0,"웹툰 주인공 잠시 접고 군입대를 명 받았습니다!!기상 나팔이 울리는 아침부터, 지옥 점호의 저녁까지... 웹툰 주인공들의 군 생활 대방출!!","['입대', '점호', '지옥', '주인공', '아침', '생활', '방출', '기상', '저녁', '나팔']",0
Penguin...,펭귄,9.96,"에피소드, 일상",0,한국여자 펭귄과 영국남자 메브의 엉뚱 발랄 러브 스토리.시즌3 In the UK.,"['스토리', '한국', '펭귄과', '러브', '영국', '시즌']",0
모두에게 완자가,완자,9.71,"에피소드, 일상",0,"아무도 눈치보지 않고 사랑할 수 있는 그날이 오기를!
사랑하며 살아가는 그녀들의 일상이야기 <모두에게, 완자가>","['오기', '모두', '완자', '일상', '자가', '사랑', '그날']",0
오늘도 형제는...,GIMS,9.97,"에피소드, 개그",0,"돈독한 형제들의 이야기,
사건의 중심엔 늘 그들이 있다.","['사건', '중심', '형제']",0
트라우마,곽백수,9.92,"에피소드, 개그",0,"황당하고 골 때리는 반전! 
Trauma(-정신적 외상)를 입을 만한 초특급 코믹 펀치! 직접 확인하세요","['초특급', '정신', '정신적', '펀치', '코믹', '외상', '반전', '특급', '확인']",0
혈액형에 관한...,박동선,9.89,"에피소드, 일상",0,"섬세하고 자유분방한, 우유부단 하면서 분석력 있는
서로 다른 혈액형들 사이에서 벌어지는 좌충우돌 유쾌한 에피소드.","['분석력', '혈액형', '자유분방', '하면서', '에피소드', '섬세', '좌충우돌', '우유부단']",0
여탕보고서,마일로,9.95,"에피소드, 개그",0,금남의 공간 신비의 세계 여탕가본 자가 알려주는 그곳의 진실,"['여탕', '세계', '자가', '공간', '신비', '금남', '가본', '진실']",0
오늘 밤은 어...,김진,9.96,"에피소드, 일상",0,"뜻하지 않은 시기, 어쩌다 시작된 김진의 독립생활.그녀의 자취생활과 그녀의 연애 이야기.","['연애', '독립', '독립생활', '생활', '시기', '자취']",0
스퍼맨 시즌2,하일권,9.97,"에피소드, 판타지",0,능력을 잃어버린 스퍼맨 앞에 망상염력능력자가 나타났다.그런데 야한(?) 망상만 가능하다고...?,"['망상', '능력자', '야한', '능력', '염력', '가능']",0
우리집에 곰이...,켄타,9.97,"에피소드, 감성",0,"마법의 숲,테바의 최정예 요원 곰토토! 국가의 명령으로 인간 세상으로 파견되었다.털북숭이계의 에이스, 곰토토의 파란만장한 인간세상 개고생 라이프!","['파견', '북숭이', '정예', '라이프', '명령', '에이스', '개고', '국가', '요원', '계의', '고생', '파란만장', '마법', '세상']",0
내 ID는 강...,기맹기,9.96,"에피소드, 로맨스",0,연애가 처음인 커플의 여행 계획♥회색 아기 고양이의 섹시한 컴백?!​<내 ID는 강남미인!> 드라마화 기념 특별외전,"['고양이', '연애', '컴백', '처음', '계획', '강남', '아기', '기념', '회색', '외전', '섹시', '커플', '미인', '특별', '드라마', '여행']",0
살인자o난감,꼬마비 / 노마비,9.97,"에피소드, 스릴러",0,반전이 거듭될 수록 독자는 혼란에 빠진다.,"['수록', '반전', '혼란', '독자']",0
2D남친 별책...,웹툰작가,9.82,"에피소드, 로맨스",0,인기 로맨스 웹툰 남자주인공의 심쿵 컷 대방출!미공개 에피소드를 지금 만나보세요,"['주인공', '인기', '방출', '에피소드', '로맨스', '공개']",0
슈퍼 시크릿,이온,9.98,"에피소드, 로맨스",0,평범한 여대생 은호와 조금 특별한 소꿉친구 견우의 술래잡기. 은호만 모르는 이웃집의 비밀들이 밝혀진다,"['여대생', '친구', '술래잡기', '견우', '비밀', '이웃집', '여대', '조금', '특별', '소꿉']",0
실질객관동화,무적핑크,9.9,"에피소드, 개그",0,동화를 객관적인 시각에서 보면 어떻게 될까?생소한 시각으로 동화 다시 보기,"['생소', '시각', '객관', '객관적', '동화']",0
스마트폰 게임...,유영욱,9.74,"에피소드, 일상",0,"생생한 게임 개발의 현장을 전한다!
유쾌발랄 좌충우돌 게임 개발 이야기.","['게임', '현장', '좌충우돌', '개발']",0
썸남,배철완,9.97,"에피소드, 드라마",0,"옆방에 사는 어색한 두 남자들에 대한 고찰. 
2014 대학만화 최강자전 수상작!","['수상작', '최강자', '대학', '고찰', '어색', '옆방']",0
환생동물학교,엘렌 심,9.99,"에피소드, 감성",0,"동물들이 인간으로 환생하기 전, 동물의 습성을 버리고 인간 세계에서 잘 적응할 수 있는 교육을 받는 학교.그곳에는 주인을 걱정하고 그리워하는 사랑스러운 동물들로 가득하다.신입 선생님은 이제 이들을 가르쳐 주인을 잊고 인간이 될 수 있도록 해야 하는데….","['학교', '세계', '사랑', '신입', '주인', '교육', '동물', '걱정', '환생', '선생님', '습성', '적응']",1
선녀님은 휴가중,으늬,9.26,"에피소드, 로맨스",0,"천방지축 천상계 공주님과 철벽 재수탱이 지구인과의 사랑 만들기!!  매일 온라인 게임과 나이트에서 밤새 올나잇을 즐기는 철부지 공주, 직녀!어느날, 그런 딸이 못마땅한 옥황상제는 직녀를 시집 보내겠노라 선언한다.야밤도주한 직녀는 게임 내(內) 원수지간이던 온달의 집에 가정부로 일하게 되는데…!","['지구인', '사랑', '직녀', '온달', '시집', '매일', '만들기', '철부지', '원수', '원수지간', '게임', '밤새', '천상계', '철벽', '공주', '야밤', '지간', '가정부', '도주', '나이트', '주한', '선언', '온라인', '상제']",0
빙탕후루,장희 / 주호민,9.96,"에피소드, 판타지",0,<신과 함께> 주호민 작가의 신작! 잔인하고 무자비한 환상 속 요괴들이 현세를 어지럽히는 중국 송나라귀안도사와 여연이 팔귀 퇴치의 여정을 떠난다.,"['요괴', '잔인', '중국', '주호', '여정', '현세', '환상', '퇴치', '자비', '송나라']",0
와탕카2,우주인,8.99,"에피소드, 개그",0,"우주인이 돌아왔다.
업그레이드 된 작화와 센스 있는 유머. 와탕카 시즌2 시작합니다","['우주인', '센스', '작화', '유머', '업그레이드', '시즌']",0
소년들은 무엇...,컷부,9.41,"에피소드, 개그",0,소년들 사이에서 벌어지는 다양한 이야기를 다룹니다.,"['소년', '다양']",0
식스센스,릴레이연재,9.23,"에피소드, 개그",0,매주 새로운 주제의 6인 6색 만화를 즐기자! ,['주제'],0
일상날개짓,나유진,9.94,"에피소드, 일상",0,"싱글맘 꼬꼬댁씨와 그의 아들 아기새가 살아가는 투닭투닭 성장스토리!
사랑스러운 이들의 <일상날개짓> 시즌2","['일상', '사랑', '성장', '스토리', '아기', '날개', '싱글', '아들', '시즌']",0
조석축구만화,조석,9.81,"에피소드, 스포츠",0,조석 작가가 들려주는 너무나도 솔직담백한 해외축구이야기.,"['축구', '조석', '해외']",0
갸오오와 사랑...,갸오오,9.94,"에피소드, 개그",0,"차이고, 퇴짜맞는 것은 일상하지만 절대 기죽지 않아!!갸오오와 친구들의 좌충우돌 사랑 도전기","['친구', '일상', '도전', '사랑', '절대', '퇴짜', '차이', '좌충우돌', '전기']",0
일진에게 회초리,유승연,9.95,"에피소드, 액션",0,"조선시대의 가장 위대한 왕, 세종. 한글 반포를 앞둔 조선을 떠나 21세기 18살 불량 고등학생 정이도에게 빙의된다.난무하는 급식체에 세종, 몸소 훈민정음의 참뜻을 가르친다.","['고등학생', '불량', '급식', '참뜻', '빙의', '훈민정음', '반포', '정이', '조선', '시대', '세기', '난무', '세종']",1
푸들과 Dog...,최삡뺩,9.98,"에피소드, 개그",0,독거 아니고 Dog거 중입니다.푸들과의 이상한 일상!,"['푸들', '일상', '독거', '이상']",0
빨간책,랑또,9.78,"에피소드, 스릴러",0,생각하면 할 수록 무서운 빨간책 속 이야기. 어디에나 있고 어디에도 없는 것에 대하여.. 랑또 작가의 컷툰 신작.,"['빨간책', '수록', '생각']",0
낢 부럽지 않...,서나래,9.97,"에피소드, 일상",0,"유럽 여행기의 탈을 쓸 낢의 신혼여행기. 
서나래 작가의 컷툰 신작!","['나래', '신혼', '여행기', '유럽']",0
열대어,실버벨,9.94,"에피소드, 개그",0,누구보다 친근한 생선들이 온다!10대 핵공감툰.,"['공감', '생선', '감투']",0
백귀야행지,아만(阿慢),9.88,"에피소드, 개그",0,소름과 웃음이 동시에! 빨간 도깨비가 풀어놓는 기이한 이야기글로벌 라인 웹툰에서 연재되고 있는 대만의 <百鬼夜行誌>를 한국어 버전으로 감상하세요.,"['라인', '도깨비', '버전', '소름', '글로벌', '연재', '동시', '한국어', '감상', '웃음']",0
언럭키 맨션,약국,9.98,"에피소드, 드라마",0,언럭키한 럭키 맨션의 유쾌한 동거 라이프,"['맨션', '라이프', '동거']",0
보글보글,요나,9.91,"에피소드, 감성",0,'할미식당'에서 일어나는 가슴 든든한 이야기,"['미식', '가슴']",0
텍사스홀덤,onesound,9.87,"에피소드, 일상",0,흥미진진 승부사의 세계,"['승부', '세계', '사의']",0
만렙소녀 오오라,김규삼,9.47,"에피소드, 개그",0,"돌아온 븟새와 오오라의 대모험! 
..근데 이거 도대체 무슨 만화지?","['모험', '오라', '화지']",0
모던패밀리 2,외눈박이 / 시현,9.68,"에피소드, 개그",0,행복한 가정을 이루기 위해 고군분투하는 어느 수상한 가족 이야기그 두번째 시즌!,"['분투', '가정', '가족', '행복', '수상', '고군', '고군분투', '시즌']",0
네이버 앱피소드,웹툰작가,9.63,"에피소드, 개그",0,"인기 웹툰 작가 총 출동
마침내 시작되는 네이버 릴레이 웹툰!","['릴레이', '출동', '인기']",0
세상과 하늘 ...,우기리,8.9,"에피소드, 로맨스",0,한류스타가 내 남편이 됐다?!현재 잘나가는 한류스타인 ‘이세상’은 암 진단을 받은 상태. 사실 5살 짜리 딸 하늘이가 있는 미혼부인 그는 불안해한다.그는 보육교사 라경에게 고액을 제시하며 계약결혼을 제안하는데…?!,"['교사', '부인', '보육', '스타인', '스타', '미혼', '남편', '한류', '계약', '고액', '하늘', '진단', '사실', '결혼', '제안', '상태', '제시', '불안', '세상']",0
와라편의점 t...,와라패밀리,9.76,"에피소드, 개그",0,"우리 동네 편의점도 피해갈 수 없다!!
편의점에서 일어나는 다양한 에피소드. 와라 편의점!! 웹투니메이션 컨텐츠의 시작입니다.","['메이', '편의', '점도', '에피소드', '컨텐츠', '동네', '피해', '편의점', '다양']",0
판다독,판다독,9.84,"에피소드, 일상",0,"엄마 피그독, 여동생 펭귄독과 함께 사는 귀차니즘의 왕자 판다독이
캐릭터 회사에 디자이너로 취업해 첫 사회 생활을 시작하며 펼치는 좌충우돌 리얼 스토리!","['여동생', '왕자', '회사', '캐릭터', '디자이너', '스토리', '생활', '독이', '판다', '리얼', '사회', '취업', '엄마', '좌충우돌', '피그', '펭귄']",0
3인칭,꼬마비 / 애마비,9.94,"에피소드, 드라마",0,쉽지 않은 사랑 이야기.그녀를 찾아서..,['사랑'],0
엔드리스,윤준식 / 박하연,9.96,"에피소드, 스릴러",0,현실과 가상현실이 구분되지 않는 머지않은 미래. 가짜와 진짜가혼재되어 존재하는 세상에서 그 본질의 가치를 지키기 위해 싸우는 사람들의 이야기.,"['진짜', '현실', '미래', '가상현실', '가짜', '머지', '본질', '구분', '혼재', '존재', '가치', '세상']",0
2016 학교...,웹툰작가,9.41,"에피소드, 일상",0,신학기가 외롭고 힘든 당신을 위해 준비했다웹툰작가들의 개그 단편선,"['단편', '신학기', '준비', '개그']",0
스쿨홀릭,신의철,9.89,"에피소드, 개그",0,신선생과 학생들이 함께 울고 웃는대한민국 학교의 유쾌한 일상! 다함께 <스쿨홀릭>에 중독되어 봅시다!,"['학교', '일상', '학생', '스쿨', '중독', '선생', '대한민국']",1
데우스 엑스 ...,꼬마비,9.93,"에피소드, 드라마",0,신은 어디에나 있다,[],0
내 어린고양이...,초,9.91,"에피소드, 일상",0,"서로의 시점으로 그린,반려동물과 함께 사는 이야기","['그린', '반려', '서로', '시점', '동물']",0
27-10,AJS,9.93,"에피소드, 드라마",0,"시작하기까지 아주 오랜 시간이 걸려서,어쩌면 영원히 못할 것만 같던 이야기.그녀가 지나온 시간의 기록","['기록', '시간']",0
취업의소리,"조석,워니",9.16,"에피소드, 개그",0,"조석,wony(박종원) 2인의 작가들이 펼치는,팍팍!! 막힘 없이 뚫리는 취업이야기.
웃음은 크게~ 청년 취업 고민은 쏘옥","['청년', '고민', '취업', '인의', '조석', '웃음']",0
부토,정현주,9.92,"에피소드, 일상",0,"'Trump!(트럼프)' 정현주 작가의 웹툰 신작!!
우정, 수련과 결투, 승리, 출생의 비밀... 에 대한 얘기는 아닌 것 같습니다.","['트럼프', '결투', '얘기', '승리', '비밀', '수련', '출생', '현주']",0
메이크 업 드...,김계란 X 네이버...,7.12,"에피소드, 드라마",0,내 안의 또 다른 내가 궁금하세요? 지금 드립니다. 메이크 업 Dream!네이버웹툰과 김계란 작가의특집 5부작 에피소드별 실전 메이크업 가이드를 만나보세요.,"['계란', '부작', '메이크업', '실전', '에피소드', '가이드', '지금', '특집']",0
